feature,p_value,n_thresholds_actual,n_thresholds_null,actual_mean,null_mean,mean_r2,mean_mae
original_glrlm_LongRunEmphasis_delta_t48_t72,,0,176,,-0.524005156726079,,0.13596141547516663
original_glrlm_LongRunEmphasis_slope_t48_t72,,0,57,,-0.019649330478083964,,0.13596141547516663
original_glrlm_RunEntropy_t24,,0,139,,0.08718281560627704,,0.13596141547516663
original_glrlm_RunEntropy_t48,,0,123,,-0.11470712559312825,,0.13596141547516663
original_glrlm_RunEntropy_t72,,0,90,,-0.35007428493764664,,0.13596141547516663
original_glrlm_RunEntropy_slope,,0,125,,-0.007236220915801823,,0.13596141547516663
original_glrlm_RunEntropy_mean,,0,47,,-0.016665800989783826,,0.13596141547516663
original_glrlm_RunEntropy_std,,0,50,,0.30031746327877046,,0.13596141547516663
original_glrlm_RunEntropy_slope_t0_t24,,0,32,,-0.004616532114596339,,0.13596141547516663
original_glrlm_RunEntropy_delta_t24_t48,,0,56,,-0.2664743770811973,,0.13596141547516663
original_glrlm_RunEntropy_slope_t24_t48,,0,199,,-0.004446960818642591,,0.13596141547516663
original_glrlm_RunEntropy_delta_t48_t72,,0,43,,-0.24937936106187747,,0.13596141547516663
original_glrlm_RunEntropy_slope_t48_t72,,1,79,-0.010954646160826087,-0.005336489567790649,,0.13596141547516663
original_glrlm_RunLengthNonUniformityNormalized_t0,,1,85,-0.2576392740011215,-0.15539542381816052,,0.13596141547516663
original_glrlm_RunLengthNonUniformityNormalized_t24,,0,33,,-0.05516020219885942,,0.13596141547516663
original_glrlm_RunLengthNonUniformityNormalized_t48,,0,48,,0.11591793401748873,,0.13596141547516663
original_glrlm_RunLengthNonUniformityNormalized_t72,,0,68,,0.37380625781396004,,0.13596141547516663
original_glrlm_RunLengthNonUniformityNormalized_mean,,0,79,,0.11181160597767256,,0.13596141547516663
original_glrlm_RunLengthNonUniformityNormalized_std,,0,61,,0.35162423404513815,,0.13596141547516663
original_glrlm_RunLengthNonUniformityNormalized_delta_t0_t24,,0,29,,-0.056643524303518496,,0.13596141547516663
original_glrlm_RunLengthNonUniformityNormalized_slope_t0_t24,,0,166,,0.008887443777225654,,0.13596141547516663
original_glrlm_RunLengthNonUniformityNormalized_slope_t24_t48,,0,22,,0.010967522991367414,,0.13596141547516663
original_glrlm_RunLengthNonUniformityNormalized_delta_t48_t72,,0,29,,0.37319303047040414,,0.13596141547516663
original_glrlm_RunLengthNonUniformityNormalized_slope_t48_t72,,0,24,,0.016494988381358173,,0.13596141547516663
original_gldm_DependenceNonUniformityNormalized_t0,,0,73,,0.08623579039863527,,0.13596141547516663
original_gldm_DependenceNonUniformityNormalized_t24,,1,75,-0.2866453379392624,0.13869895262022813,,0.13596141547516663
original_gldm_DependenceNonUniformityNormalized_t48,,1,1428,0.23690727353096008,-0.03486552438503053,,0.13596141547516663
original_gldm_DependenceNonUniformityNormalized_t72,,0,83,,-0.3435881922066391,,0.13596141547516663
original_gldm_DependenceNonUniformityNormalized_delta,,0,40,,-0.6657840235158801,,0.13596141547516663
original_gldm_DependenceNonUniformityNormalized_slope,,0,42,,-0.008169483433621713,,0.13596141547516663
original_gldm_DependenceNonUniformityNormalized_slope_t0_t24,,0,33,,0.004467871761528041,,0.13596141547516663
original_gldm_DependenceNonUniformityNormalized_delta_t24_t48,,0,54,,-0.052988868517180286,,0.13596141547516663
original_gldm_DependenceNonUniformityNormalized_slope_t24_t48,,0,19,,0.0029039823750377095,,0.13596141547516663
original_gldm_DependenceNonUniformityNormalized_delta_t48_t72,,0,37,,-0.33587732741206483,,0.13596141547516663
original_gldm_DependenceNonUniformityNormalized_slope_t48_t72,,0,40,,-0.029616280435584487,,0.13596141547516663
original_gldm_DependenceVariance_t24,,0,48,,-0.08086657235010837,,0.13596141547516663
original_gldm_DependenceVariance_t48,,0,57,,0.014227751377978149,,0.13596141547516663
original_gldm_DependenceVariance_t72,,0,75,,0.23986625149846078,,0.13596141547516663
original_gldm_DependenceVariance_delta,,0,46,,0.9490246783559838,,0.13596141547516663
original_gldm_DependenceVariance_slope,,1,186,-0.004067073234182317,0.008833198537984336,,0.13596141547516663
original_gldm_DependenceVariance_mean,,0,17,,-0.038660143406185156,,0.13596141547516663
original_gldm_DependenceVariance_std,,0,74,,0.3950489545996125,,0.13596141547516663
original_gldm_DependenceVariance_delta_t0_t24,,0,144,,0.15326590938760395,,0.13596141547516663
original_gldm_DependenceVariance_slope_t0_t24,,0,67,,0.013862215338108467,,0.13596141547516663
original_gldm_DependenceVariance_delta_t24_t48,,0,97,,0.17095651948037222,,0.13596141547516663
original_gldm_DependenceVariance_slope_t24_t48,,0,92,,0.013220213902177815,,0.13596141547516663
original_gldm_DependenceVariance_delta_t48_t72,,0,106,,0.25077484372370645,,0.13596141547516663
original_gldm_SmallDependenceHighGrayLevelEmphasis_t0,,1,414,0.06259899213910103,-0.2520159555999517,,0.13596141547516663
original_gldm_SmallDependenceHighGrayLevelEmphasis_t48,,0,86,,0.4111650016315844,,0.13596141547516663
original_gldm_SmallDependenceHighGrayLevelEmphasis_delta,,1,241,-0.042258232831954956,0.6792658701369005,,0.13596141547516663
original_gldm_SmallDependenceHighGrayLevelEmphasis_slope,,1,28,0.00447969714878127,0.011166551262639197,,0.13596141547516663
original_gldm_SmallDependenceHighGrayLevelEmphasis_mean,,0,117,,0.20577792700979078,,0.13596141547516663
original_gldm_SmallDependenceHighGrayLevelEmphasis_std,,1,421,0.29229600727558136,0.3664144403754674,,0.13596141547516663
original_gldm_SmallDependenceHighGrayLevelEmphasis_delta_t0_t24,,0,93,,0.35432278491075964,,0.13596141547516663
original_gldm_SmallDependenceHighGrayLevelEmphasis_slope_t0_t24,,0,48,,0.014792506910453085,,0.13596141547516663
original_gldm_SmallDependenceHighGrayLevelEmphasis_delta_t24_t48,,0,49,,0.011799965890086427,,0.13596141547516663
original_gldm_SmallDependenceHighGrayLevelEmphasis_slope_t24_t48,,0,52,,0.0010283626011536957,,0.13596141547516663
original_gldm_SmallDependenceHighGrayLevelEmphasis_delta_t48_t72,,0,124,,0.09498920901528289,,0.13596141547516663
original_gldm_SmallDependenceHighGrayLevelEmphasis_slope_t48_t72,,0,94,,0.005926469122951335,,0.13596141547516663
original_gldm_SmallDependenceLowGrayLevelEmphasis_t0,,0,49,,-0.14593626437138538,,0.13596141547516663
original_gldm_SmallDependenceLowGrayLevelEmphasis_t24,,0,73,,-0.06128922914958572,,0.13596141547516663
original_gldm_SmallDependenceLowGrayLevelEmphasis_t48,,0,48,,-0.1972336079343222,,0.13596141547516663
original_gldm_SmallDependenceLowGrayLevelEmphasis_t72,,0,96,,0.31119029922410846,,0.13596141547516663
original_gldm_SmallDependenceLowGrayLevelEmphasis_delta,,0,37,,0.3644597868913332,,0.13596141547516663
original_gldm_SmallDependenceLowGrayLevelEmphasis_slope,,0,35,,0.00745333497221249,,0.13596141547516663
original_gldm_SmallDependenceLowGrayLevelEmphasis_mean,,0,150,,0.08076639540726319,,0.13596141547516663
original_gldm_SmallDependenceLowGrayLevelEmphasis_std,,0,61,,0.40633698674987573,,0.13596141547516663
original_gldm_SmallDependenceLowGrayLevelEmphasis_delta_t0_t24,,0,51,,0.25296737063749164,,0.13596141547516663
original_gldm_SmallDependenceLowGrayLevelEmphasis_slope_t0_t24,,0,50,,-0.0028318046079948544,,0.13596141547516663
original_gldm_SmallDependenceLowGrayLevelEmphasis_delta_t24_t48,,0,142,,0.2251832263255623,,0.13596141547516663
original_gldm_SmallDependenceLowGrayLevelEmphasis_delta_t48_t72,,0,249,,0.3212178268892518,,0.13596141547516663
original_gldm_SmallDependenceLowGrayLevelEmphasis_slope_t48_t72,,0,244,,0.016706883790187126,,0.13596141547516663
original_ngtdm_Contrast_t0,,0,48,,-0.18867271249958625,,0.13596141547516663
original_ngtdm_Contrast_t24,,0,154,,-0.23714313073296933,,0.13596141547516663
original_ngtdm_Contrast_t48,,0,94,,-0.04889801973439852,,0.13596141547516663
original_ngtdm_Contrast_t72,,1,62,-0.08336985111236572,0.3702954351301155,,0.13596141547516663
original_ngtdm_Contrast_delta,,0,93,,0.30952859133161525,,0.13596141547516663
original_ngtdm_Contrast_mean,,1,311,0.3112032115459442,-0.006730784105071109,,0.13596141547516663
original_ngtdm_Contrast_delta_t0_t24,,0,27,,0.042274285219954674,,0.13596141547516663
original_ngtdm_Contrast_slope_t0_t24,,0,58,,-0.007073510597773089,,0.13596141547516663
original_ngtdm_Contrast_delta_t24_t48,,1,241,-0.2183749187970534,0.06729451036254616,,0.13596141547516663
original_ngtdm_Contrast_slope_t24_t48,,0,37,,0.006729194194171263,,0.13596141547516663
original_ngtdm_Contrast_delta_t48_t72,,0,52,,0.4319633887364314,,0.13596141547516663
original_ngtdm_Contrast_slope_t48_t72,,0,65,,0.010280703801142339,,0.13596141547516663
