feature,p_value,significant_0_05,n_thresholds_actual,n_thresholds_null,actual_mean_threshold,null_mean_threshold,mean_mae
original_glrlm_RunLengthNonUniformityNormalized_slope_t48_t72,,False,0,48,,0.00821216729915856,0.14125217713433982
original_gldm_DependenceNonUniformityNormalized_t0,,False,0,15,,0.10883553481350343,0.14125217713433982
original_gldm_DependenceNonUniformityNormalized_t24,,False,1,35,-0.2866453379392624,0.12849349746746677,0.14125217713433982
original_gldm_DependenceNonUniformityNormalized_t48,,False,0,67,,0.4488824824733076,0.14125217713433982
original_gldm_DependenceNonUniformityNormalized_t72,,False,1,297,-0.5532453209161758,-0.4565104652252613,0.14125217713433982
original_gldm_DependenceNonUniformityNormalized_delta,,False,0,28,,-0.5111147165298462,0.14125217713433982
original_gldm_DependenceNonUniformityNormalized_slope,,False,1,62,-0.011631388450041413,-0.008131496854701019,0.14125217713433982
original_gldm_DependenceNonUniformityNormalized_mean,,False,0,28,,-0.04118350472500814,0.14125217713433982
original_gldm_DependenceNonUniformityNormalized_delta_t0_t24,,False,0,75,,0.011814223093291124,0.14125217713433982
original_gldm_DependenceNonUniformityNormalized_slope_t0_t24,,False,0,7,,-0.001999354305943208,0.14125217713433982
original_gldm_DependenceNonUniformityNormalized_delta_t24_t48,,False,0,19,,0.18225829028769544,0.14125217713433982
original_gldm_DependenceNonUniformityNormalized_slope_t24_t48,,False,0,75,,-0.0032711122270363074,0.14125217713433982
original_gldm_DependenceNonUniformityNormalized_slope_t48_t72,,False,1,131,-0.0562866497784853,-0.021125446725547854,0.14125217713433982
original_gldm_DependenceVariance_t0,,False,0,127,,0.0055453950597897286,0.14125217713433982
original_gldm_DependenceVariance_t48,,False,0,151,,-0.0550199884923047,0.14125217713433982
original_gldm_DependenceVariance_t72,,False,0,70,,0.26491740782346046,0.14125217713433982
original_gldm_DependenceVariance_delta,,False,0,54,,0.5358216749198079,0.14125217713433982
original_gldm_DependenceVariance_slope,,False,0,23,,0.009882069698347628,0.14125217713433982
original_gldm_DependenceVariance_mean,,False,0,92,,0.14356616973299938,0.14125217713433982
original_gldm_DependenceVariance_std,,False,0,69,,0.405810552554718,0.14125217713433982
original_gldm_DependenceVariance_delta_t0_t24,,False,0,115,,0.18366167700150982,0.14125217713433982
original_gldm_DependenceVariance_slope_t0_t24,,False,0,140,,-0.0014533434461295007,0.14125217713433982
original_gldm_DependenceVariance_delta_t24_t48,,False,0,134,,-0.004597652189211169,0.14125217713433982
original_gldm_DependenceVariance_slope_t24_t48,,False,1,227,0.006792904110625386,0.0018698612811651064,0.14125217713433982
original_gldm_DependenceVariance_delta_t48_t72,,False,0,43,,0.668224036173765,0.14125217713433982
original_gldm_DependenceVariance_slope_t48_t72,,False,0,25,,0.02338941041380167,0.14125217713433982
original_gldm_SmallDependenceHighGrayLevelEmphasis_t0,,False,0,248,,-0.2177086875420965,0.14125217713433982
original_gldm_SmallDependenceHighGrayLevelEmphasis_t48,,False,0,65,,0.16806037340026636,0.14125217713433982
original_gldm_SmallDependenceHighGrayLevelEmphasis_t72,,False,0,55,,0.2975833739408038,0.14125217713433982
original_gldm_SmallDependenceHighGrayLevelEmphasis_delta,,False,0,39,,0.6688863711956984,0.14125217713433982
original_gldm_SmallDependenceHighGrayLevelEmphasis_slope,,False,0,105,,0.010252184567036152,0.14125217713433982
original_gldm_SmallDependenceHighGrayLevelEmphasis_mean,,False,1,173,0.39352256059646606,0.1078931966825453,0.14125217713433982
original_gldm_SmallDependenceHighGrayLevelEmphasis_delta_t0_t24,,False,0,96,,0.09781284465376909,0.14125217713433982
original_gldm_SmallDependenceHighGrayLevelEmphasis_slope_t0_t24,,False,0,37,,0.007215642002159478,0.14125217713433982
original_gldm_SmallDependenceHighGrayLevelEmphasis_delta_t24_t48,,False,0,70,,0.19516666286758014,0.14125217713433982
original_gldm_SmallDependenceHighGrayLevelEmphasis_slope_t24_t48,,False,0,45,,0.004320119564524955,0.14125217713433982
original_gldm_SmallDependenceHighGrayLevelEmphasis_delta_t48_t72,,False,0,33,,0.276334932017507,0.14125217713433982
original_gldm_SmallDependenceHighGrayLevelEmphasis_slope_t48_t72,,False,0,149,,0.008336999271754113,0.14125217713433982
original_gldm_SmallDependenceLowGrayLevelEmphasis_t48,,False,0,69,,0.10140144349872202,0.14125217713433982
original_gldm_SmallDependenceLowGrayLevelEmphasis_t72,,False,0,186,,0.21272878100474676,0.14125217713433982
original_gldm_SmallDependenceLowGrayLevelEmphasis_delta,,False,0,20,,0.3163423945195973,0.14125217713433982
original_gldm_SmallDependenceLowGrayLevelEmphasis_slope,,False,0,11,,0.0024497811986789616,0.14125217713433982
original_gldm_SmallDependenceLowGrayLevelEmphasis_mean,,False,0,125,,-0.006008205166086554,0.14125217713433982
original_gldm_SmallDependenceLowGrayLevelEmphasis_std,,False,1,248,0.2534646913409233,0.42246061677653945,0.14125217713433982
original_gldm_SmallDependenceLowGrayLevelEmphasis_delta_t0_t24,,False,0,39,,0.4755587604565498,0.14125217713433982
original_gldm_SmallDependenceLowGrayLevelEmphasis_slope_t0_t24,,False,0,29,,-0.00848080904287254,0.14125217713433982
original_gldm_SmallDependenceLowGrayLevelEmphasis_delta_t24_t48,,False,0,92,,0.19925834157544633,0.14125217713433982
original_gldm_SmallDependenceLowGrayLevelEmphasis_slope_t24_t48,,False,1,239,0.015535886865109205,0.006034028875177812,0.14125217713433982
original_gldm_SmallDependenceLowGrayLevelEmphasis_delta_t48_t72,,False,0,28,,0.626987907536594,0.14125217713433982
original_gldm_SmallDependenceLowGrayLevelEmphasis_slope_t48_t72,,False,0,43,,0.01009103572429266,0.14125217713433982
original_ngtdm_Contrast_t0,,False,0,53,,-0.023340666982925164,0.14125217713433982
original_ngtdm_Contrast_t24,,False,0,86,,-0.13496921839717732,0.14125217713433982
original_ngtdm_Contrast_t48,,False,1,245,-0.4294709227979183,0.07586936351904949,0.14125217713433982
original_ngtdm_Contrast_t72,,False,1,310,-0.19521648902446032,0.37246947009717263,0.14125217713433982
original_ngtdm_Contrast_delta,,False,1,28,-0.12617461383342743,0.644878249881523,0.14125217713433982
original_ngtdm_Contrast_std,,False,0,125,,0.3722725973129272,0.14125217713433982
original_ngtdm_Contrast_delta_t0_t24,,False,0,35,,-0.053249202625426865,0.14125217713433982
original_ngtdm_Contrast_slope_t0_t24,,False,0,17,,-0.004972923096776118,0.14125217713433982
original_ngtdm_Contrast_delta_t24_t48,,False,0,21,,0.31279300596742404,0.14125217713433982
original_ngtdm_Contrast_slope_t24_t48,,False,0,24,,0.004773400633894198,0.14125217713433982
original_ngtdm_Contrast_slope_t48_t72,,False,0,82,,0.020559510426232365,0.14125217713433982
